X.chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction
chr9	133054062	133054275	14899975	14899984	Heart_Cardiomyocytes	chr9:133054062-133054275	9CpGs	213bp	0.187	0.935	0.748	0.652	0.323	3.58e-113	U
chr9	133062315	133062581	14900171	14900182	Pancreas_Acinar_cells	chr9:133062315-133062581	11CpGs	266bp	0.0602	0.898	0.838	0.694	0.306	5.83e-61	U
chr9	133063407	133063782	14900202	14900209	Pancreas_Acinar_cells	chr9:133063407-133063782	7CpGs	375bp	0.0431	0.865	0.822	0.677	0.233	1.08e-53	U
chr9	133064877	133065225	14900238	14900260	Pancreas_Acinar_cells	chr9:133064877-133065225	22CpGs	348bp	0.0498	0.915	0.865	0.678	0.528	1.16e-76	U
chr9	133065241	133066666	14900260	14900297	Pancreas_Acinar_cells	chr9:133065241-133066666	37CpGs	1425bp	0.0508	0.929	0.878	0.779	0.654	6.29e-114	U
chr9	133066741	133067189	14900298	14900315	Pancreas_Acinar_cells	chr9:133066741-133067189	17CpGs	448bp	0.0563	0.928	0.872	0.789	0.657	6.3e-125	U
chr9	133067219	133067669	14900315	14900327	Pancreas_Acinar_cells	chr9:133067219-133067669	12CpGs	450bp	0.0613	0.892	0.83	0.668	0.56	1.79e-73	U
chr9	133068481	133068922	14900341	14900362	Pancreas_Acinar_cells	chr9:133068481-133068922	21CpGs	441bp	0.0834	0.903	0.82	0.679	0.565	2.67e-86	U
chr9	133069110	133070698	14900364	14900392	Pancreas_Acinar_cells	chr9:133069110-133070698	28CpGs	1588bp	0.104	0.912	0.808	0.718	0.564	1.61e-107	U
chr9	133070899	133071201	14900395	14900406	Pancreas_Acinar_cells	chr9:133070899-133071201	11CpGs	302bp	0.155	0.942	0.787	0.699	0.516	8.18e-122	U
chr9	133071765	133072419	14900466	14900476	Pancreas_Acinar_cells	chr9:133071765-133072419	10CpGs	654bp	0.0464	0.913	0.866	0.758	0.674	6.34e-104	U
chr9	133072484	133073005	14900477	14900496	Pancreas_Acinar_cells	chr9:133072484-133073005	19CpGs	521bp	0.0588	0.922	0.864	0.773	0.597	1.14e-117	U
chr9	133073456	133073634	14900499	14900505	Pancreas_Acinar_cells	chr9:133073456-133073634	6CpGs	178bp	0.0534	0.89	0.837	0.7	0.566	8.87e-73	U
chr9	133073820	133074165	14900506	14900510	Pancreas_Acinar_cells	chr9:133073820-133074165	4CpGs	345bp	0.0545	0.888	0.834	0.653	0.498	2.36e-56	U
chr9	133088331	133088969	14900753	14900768	Pancreas_Acinar_cells	chr9:133088331-133088969	15CpGs	638bp	0.0666	0.917	0.851	0.716	0.56	9.11e-89	U
chr9	133171495	133171629	14902747	14902752	Blood_B_cells	chr9:133171495-133171629	5CpGs	134bp	0.0961	0.857	0.761	0.59	0.325	1.99e-57	U
chr9	133232382	133232488	14903878	14903888	Colon_Epithelium	chr9:133232382-133232488	10CpGs	106bp	0.0653	0.889	0.824	0.65	0.344	1.92e-85	U
chr9	133361098	133361189	14906772	14906776	Pancreas_Beta_cells	chr9:133361098-133361189	4CpGs	91bp	0.149	0.879	0.73	0.494	0.0273	9.88e-26	U
chr9	133367573	133367670	14906917	14906920	Pancreas_Beta_cells	chr9:133367573-133367670	3CpGs	97bp	0.25	0.91	0.659	0.469	0.208	2.64e-37	U
chr9	133373842	133374351	14907044	14907055	Pancreas_Beta_cells	chr9:133373842-133374351	11CpGs	509bp	0.171	0.881	0.71	0.496	0.36	1.38e-43	U
chr9	133385048	133385214	14907362	14907369	Gastric_Epithelium	chr9:133385048-133385214	7CpGs	166bp	0.0891	0.929	0.84	0.695	0.562	2.47e-139	U
chr9	133619022	133619059	14913317	14913320	Ovary_Endometrial_Epithelium	chr9:133619022-133619059	3CpGs	37bp	0.193	0.864	0.671	0.44	-0.303	1.32e-22	U
chr9	133661931	133662069	14914228	14914235	Epidermal_Keratinocytes	chr9:133661931-133662069	7CpGs	138bp	0.106	0.896	0.791	0.52	0.39	6.41e-200	U
chr9	133679148	133679183	14914636	14914640	Erythrocyte_progenitors	chr9:133679148-133679183	4CpGs	35bp	0.0304	0.849	0.818	0.61	0.537	5.44e-42	U
chr9	133757812	133757930	14916423	14916431	Thyroid_Epithelium	chr9:133757812-133757930	8CpGs	118bp	0.0333	0.891	0.857	0.65	0.135	9.25e-35	U
chr9	133769772	133770417	14916639	14916658	Pancreas_Acinar_cells	chr9:133769772-133770417	19CpGs	645bp	0.0515	0.923	0.872	0.731	0.573	2.75e-91	U
chr9	133771010	133772070	14916664	14916689	Pancreas_Acinar_cells	chr9:133771010-133772070	25CpGs	1060bp	0.0899	0.914	0.824	0.7	0.446	5.53e-89	U
chr9	134028640	134028715	14923622	14923627	Liver_Hepatocytes	chr9:134028640-134028715	5CpGs	75bp	0.0948	0.936	0.841	0.707	0.452	1.96e-105	U
chr9	134053555	134053586	14924323	14924328	Pancreas_Alpha_cells	chr9:134053555-134053586	5CpGs	31bp	0.221	0.898	0.677	0.409	-0.0177	7.17e-21	U
chr9	134127892	134128019	14926301	14926308	Blood_B_cells	chr9:134127892-134128019	7CpGs	127bp	0.187	0.93	0.742	0.605	0.42	5.77e-86	U
chr9	134128704	134128961	14926322	14926331	Blood_B_cells	chr9:134128704-134128961	9CpGs	257bp	0.0598	0.896	0.836	0.586	0.435	4.7e-61	U
chr9	134139907	134140342	14926744	14926760	Pancreas_Alpha_cells	chr9:134139907-134140342	16CpGs	435bp	0.345	0.923	0.578	0.44	-0.201	2.02e-23	U
chr9	134162017	134162255	14927359	14927365	Bladder_Epithelial_cells	chr9:134162017-134162255	6CpGs	238bp	0.199	0.928	0.729	0.576	-0.0911	1.12e-58	U
chr9	134218755	134219278	14928693	14928719	Liver_Hepatocytes	chr9:134218755-134219278	26CpGs	523bp	0.203	0.919	0.716	0.683	-0.127	3.29e-69	U
chr9	134293095	134293159	14930470	14930473	Pancreas_Duct_cells	chr9:134293095-134293159	3CpGs	64bp	0.179	0.886	0.707	0.436	-0.0607	3.69e-31	U
chr9	134304482	134304696	14930755	14930766	Small_intestine_Epithelium	chr9:134304482-134304696	11CpGs	214bp	0.0805	0.877	0.796	0.557	0.101	1.17e-45	U
chr9	134353982	134354428	14932156	14932170	Epidermal_Keratinocytes	chr9:134353982-134354428	14CpGs	446bp	0.266	0.887	0.621	0.454	0.399	4.46e-199	U
chr9	134393468	134393619	14933333	14933340	Blood_NK_cells	chr9:134393468-134393619	7CpGs	151bp	0.324	0.896	0.572	0.415	0.168	1.4e-36	U
chr9	134412367	134412400	14933840	14933844	Bladder_Epithelial_cells	chr9:134412367-134412400	4CpGs	33bp	0.0925	0.909	0.817	0.537	0.141	1.19e-42	U
chr9	134477830	134478049	14935566	14935574	Smooth_Muscle_cells	chr9:134477830-134478049	8CpGs	219bp	0.422	0.876	0.454	0.252	-0.759	1.66e-16	U
chr9	134516000	134516338	14936387	14936393	Kidney_Epithelium	chr9:134516000-134516338	6CpGs	338bp	0.195	0.883	0.688	0.524	0.0629	1.13e-63	U
chr9	134603219	134603291	14938129	14938137	Bone_Osteoblasts	chr9:134603219-134603291	8CpGs	72bp	0.0862	0.878	0.792	0.565	0.331	1.11e-190	U
chr9	134700823	134700921	14940171	14940177	Epidermal_Keratinocytes	chr9:134700823-134700921	6CpGs	98bp	0.146	0.882	0.737	0.48	0.155	3.42e-174	U
chr9	134729825	134730165	14940893	14940900	Smooth_Muscle_cells	chr9:134729825-134730165	7CpGs	340bp	0.435	0.875	0.44	0.258	-0.514	5.1e-17	U
chr9	134753104	134753682	14941471	14941486	Blood_B_cells	chr9:134753104-134753682	15CpGs	578bp	0.273	0.902	0.629	0.497	0.275	5.25e-65	U
chr9	134793683	134794021	14942530	14942540	Epidermal_Keratinocytes	chr9:134793683-134794021	10CpGs	338bp	0.0749	0.872	0.798	0.567	0.0437	7.83e-187	U
chr9	134906472	134906626	14944994	14944997	Bone_Osteoblasts	chr9:134906472-134906626	3CpGs	154bp	0.064	0.877	0.813	0.557	0.4	3.26e-195	U
chr9	134909803	134909976	14945035	14945042	Blood_T_cells	chr9:134909803-134909976	7CpGs	173bp	0.269	0.886	0.617	0.34	-0.249	4.39e-68	U
chr9	135035016	135035243	14947378	14947387	Head_Neck_Epithelium	chr9:135035016-135035243	9CpGs	227bp	0.111	0.848	0.737	0.586	-0.308	1.18e-68	U
chr9	135081305	135081361	14948266	14948271	Kidney_Epithelium	chr9:135081305-135081361	5CpGs	56bp	0.177	0.876	0.699	0.473	0.0359	1.08e-59	U
chr9	135181879	135182081	14950580	14950589	Thyroid_Epithelium	chr9:135181879-135182081	9CpGs	202bp	0.0657	0.896	0.831	0.62	0.52	3.08e-55	U
chr9	135267434	135267534	14952508	14952516	Small_intestine_Epithelium	chr9:135267434-135267534	8CpGs	100bp	0.0266	0.891	0.865	0.674	0.262	1.18e-54	U
chr9	135278894	135278959	14952766	14952771	Thyroid_Epithelium	chr9:135278894-135278959	5CpGs	65bp	0.0756	0.893	0.817	0.619	0.493	2.38e-51	U
chr9	135352703	135352765	14954303	14954307	Heart_Fibroblasts	chr9:135352703-135352765	4CpGs	62bp	0.296	0.911	0.616	0.436	0.228	3.84e-48	U
chr9	135403073	135403118	14955430	14955434	Heart_Fibroblasts	chr9:135403073-135403118	4CpGs	45bp	0.365	0.93	0.565	0.402	0.224	6.56e-51	U
chr9	135536527	135536605	14958647	14958652	Bone_Osteoblasts	chr9:135536527-135536605	5CpGs	78bp	0.0413	0.864	0.823	0.566	0.426	7.8e-200	U
chr9	135798356	135798743	14965033	14965047	Dermal_Fibroblasts	chr9:135798356-135798743	14CpGs	387bp	0.296	0.886	0.59	0.379	-0.102	6.16e-175	U
chr9	135809009	135809240	14965296	14965301	Heart_Fibroblasts	chr9:135809009-135809240	5CpGs	231bp	0.219	0.895	0.675	0.409	0.136	6.55e-36	U
chr9	135988429	135988587	14969522	14969529	Epidermal_Keratinocytes	chr9:135988429-135988587	7CpGs	158bp	0.15	0.886	0.737	0.5	0.307	2.83e-186	U
chr9	135998576	135998812	14969872	14969881	Breast_Basal_Epithelium	chr9:135998576-135998812	9CpGs	236bp	0.113	0.909	0.796	0.539	-0.038	1.33e-38	U
chr9	136011000	136011217	14970237	14970249	Endothelial_cells	chr9:136011000-136011217	12CpGs	217bp	0.307	0.875	0.568	0.244	-0.152	2.93e-62	U
chr9	136018843	136018862	14970534	14970538	Neurons	chr9:136018843-136018862	4CpGs	19bp	0.252	0.897	0.645	0.418	0.00549	3.75e-74	U
chr9	136020891	136021065	14970617	14970624	Ovary_Endometrial_Epithelium	chr9:136020891-136021065	7CpGs	174bp	0.261	0.9	0.639	0.387	-0.194	1.72e-29	U
chr9	136047472	136047565	14971133	14971141	Neurons	chr9:136047472-136047565	8CpGs	93bp	0.331	0.888	0.557	0.31	-0.223	1.43e-45	U
chr9	136113574	136113693	14973450	14973456	Blood_T_cells	chr9:136113574-136113693	6CpGs	119bp	0.185	0.89	0.704	0.416	0.0351	1.58e-91	U
chr9	136211276	136211481	14976807	14976812	Breast_Basal_Epithelium	chr9:136211276-136211481	5CpGs	205bp	0.0815	0.843	0.761	0.583	0.387	9.35e-53	U
chr9	136211489	136211936	14976812	14976829	Breast_Basal_Epithelium	chr9:136211489-136211936	17CpGs	447bp	0.0657	0.913	0.847	0.684	0.508	7.17e-82	U
chr9	136211937	136212054	14976829	14976835	Breast_Basal_Epithelium	chr9:136211937-136212054	6CpGs	117bp	0.12	0.881	0.761	0.575	0.174	3.55e-53	U
chr9	136220188	136220382	14977063	14977067	Head_Neck_Epithelium	chr9:136220188-136220382	4CpGs	194bp	0.16	0.897	0.738	0.554	-0.284	2.24e-74	U
chr9	136230523	136230584	14977389	14977395	Erythrocyte_progenitors	chr9:136230523-136230584	6CpGs	61bp	0.0759	0.939	0.863	0.788	0.736	4.75e-126	U
chr9	136241963	136242415	14977772	14977780	Thyroid_Epithelium	chr9:136241963-136242415	8CpGs	452bp	0.109	0.929	0.82	0.682	0.542	1.59e-82	U
chr9	136275473	136275500	14978845	14978849	Fallopian_Epithelium	chr9:136275473-136275500	4CpGs	27bp	0.102	0.858	0.756	0.512	-0.127	1.51e-28	U
chr9	136318163	136318336	14980056	14980066	Blood_B_cells	chr9:136318163-136318336	10CpGs	173bp	0.122	0.893	0.771	0.621	0.516	3.65e-80	U
chr9	136339749	136339786	14980815	14980819	Pancreas_Acinar_cells	chr9:136339749-136339786	4CpGs	37bp	0.0922	0.941	0.849	0.722	0.195	5.06e-74	U
chr9	136339889	136340310	14980822	14980839	Pancreas_Acinar_cells	chr9:136339889-136340310	17CpGs	421bp	0.0702	0.885	0.815	0.69	0.489	1.14e-72	U
chr9	136348402	136348766	14981157	14981173	Pancreas_Beta_cells	chr9:136348402-136348766	16CpGs	364bp	0.0958	0.895	0.799	0.56	0.0729	5.45e-37	U
chr9	136499955	136500011	14986572	14986575	Pancreas_Acinar_cells	chr9:136499955-136500011	3CpGs	56bp	0.0259	0.884	0.858	0.685	0.195	2.81e-50	U
chr9	136555567	136555874	14988925	14988935	Breast_Basal_Epithelium	chr9:136555567-136555874	10CpGs	307bp	0.0859	0.903	0.817	0.56	0.104	4.48e-48	U
chr9	136603352	136603569	14990261	14990268	Colon_Epithelium	chr9:136603352-136603569	7CpGs	217bp	0.0446	0.911	0.866	0.587	-0.033	7.59e-41	U
chr9	136651987	136652178	14991763	14991774	Head_Neck_Epithelium	chr9:136651987-136652178	11CpGs	191bp	0.047	0.91	0.863	0.694	0.256	2.12e-102	U
chr9	136774683	136774798	14995939	14995942	Breast_Luminal_Epithelium	chr9:136774683-136774798	3CpGs	115bp	0.126	0.875	0.749	0.46	0.124	1.48e-24	U
chr9	136774937	136774971	14995943	14995946	Breast_Luminal_Epithelium	chr9:136774937-136774971	3CpGs	34bp	0.193	0.908	0.715	0.502	0.00182	1.42e-33	U
chr9	136912104	136912232	15000606	15000612	Blood_Granulocytes	chr9:136912104-136912232	6CpGs	128bp	0.0472	0.901	0.854	0.589	0.425	1.54e-44	U
chr9	136917737	136917978	15000762	15000775	Blood_Granulocytes	chr9:136917737-136917978	13CpGs	241bp	0.102	0.923	0.82	0.683	0.496	3.91e-76	U
chr9	136937849	136938398	15001178	15001194	Liver_Hepatocytes	chr9:136937849-136938398	16CpGs	549bp	0.0931	0.915	0.822	0.648	0.369	4.93e-84	U
chr9	136945314	136945535	15001624	15001631	Liver_Hepatocytes	chr9:136945314-136945535	7CpGs	221bp	0.137	0.906	0.769	0.66	-0.182	5.59e-75	U
chr9	136946143	136946167	15001650	15001653	Liver_Hepatocytes	chr9:136946143-136946167	3CpGs	24bp	0.209	0.944	0.734	0.643	-0.596	1.2e-55	U
chr9	136959495	136959740	15002020	15002032	Blood_NK_cells	chr9:136959495-136959740	12CpGs	245bp	0.0824	0.891	0.809	0.57	0.216	1.41e-40	U
chr9	136998417	136998624	15003397	15003410	Blood_NK_cells	chr9:136998417-136998624	13CpGs	207bp	0.258	0.894	0.636	0.386	0.167	5.4e-28	U
chr9	137064466	137064521	15006052	15006057	Breast_Basal_Epithelium	chr9:137064466-137064521	5CpGs	55bp	0.118	0.909	0.791	0.531	0.119	1.09e-40	U
chr9	137064644	137064709	15006063	15006068	Breast_Basal_Epithelium	chr9:137064644-137064709	5CpGs	65bp	0.114	0.896	0.782	0.577	0.388	5.91e-55	U
chr9	137084255	137084469	15006817	15006826	Head_Neck_Epithelium	chr9:137084255-137084469	9CpGs	214bp	0.217	0.908	0.691	0.558	-0.539	6.23e-69	U
chr9	137090170	137090558	15007062	15007070	Breast_Luminal_Epithelium	chr9:137090170-137090558	8CpGs	388bp	0.309	0.889	0.58	0.397	0.251	4e-38	U
chr9	137137069	137137177	15008735	15008741	Skeletal-Muscle	chr9:137137069-137137177	6CpGs	108bp	0.393	0.837	0.444	0.291	0.24	2.58e-21	U
chr9	137261926	137262179	15013800	15013810	Pancreas_Alpha_cells	chr9:137261926-137262179	10CpGs	253bp	0.201	0.882	0.681	0.415	-0.108	3.54e-24	U
chr9	137389136	137389333	15018372	15018387	Erythrocyte_progenitors	chr9:137389136-137389333	15CpGs	197bp	0.0509	0.924	0.873	0.697	0.668	2.2e-76	U
chr9	137427956	137428150	15019853	15019861	Blood_NK_cells	chr9:137427956-137428150	8CpGs	194bp	0.368	0.865	0.497	0.294	0.0437	2.15e-17	U
chr9	137457284	137457456	15020839	15020846	Pancreas_Acinar_cells	chr9:137457284-137457456	7CpGs	172bp	0.0571	0.922	0.865	0.623	0.505	5.82e-59	U
chr9	137494478	137494854	15022040	15022059	Colon_Epithelium	chr9:137494478-137494854	19CpGs	376bp	0.0578	0.926	0.868	0.625	0.129	2.2e-65	U
chr9	137520690	137520802	15022833	15022841	Pancreas_Acinar_cells	chr9:137520690-137520802	8CpGs	112bp	0.0942	0.902	0.808	0.658	0.516	1.38e-74	U
chr9	137521703	137521903	15022866	15022879	Blood_NK_cells	chr9:137521703-137521903	13CpGs	200bp	0.128	0.908	0.78	0.438	0.169	4.67e-31	U
chr9	137580338	137580376	15024490	15024494	Blood_NK_cells	chr9:137580338-137580376	4CpGs	38bp	0.302	0.88	0.578	0.294	-0.288	1.09e-18	U
chr9	137608216	137608271	15025491	15025497	Monocytes_Macrophages	chr9:137608216-137608271	6CpGs	55bp	0.166	0.883	0.717	0.505	-0.48	2.95e-47	U
chr9	137693152	137693234	15027346	15027351	Pancreas_Duct_cells	chr9:137693152-137693234	5CpGs	82bp	0.216	0.921	0.705	0.375	0.00931	1.91e-36	U
chr9	137693545	137694078	15027355	15027393	Pancreas_Duct_cells	chr9:137693545-137694078	38CpGs	533bp	0.279	0.92	0.641	0.424	0.275	3.81e-70	U
chr9	137706509	137706573	15027596	15027601	Blood_B_cells	chr9:137706509-137706573	5CpGs	64bp	0.189	0.925	0.736	0.498	0.24	2.38e-65	U
chr9	137738259	137738680	15028263	15028276	Blood_B_cells	chr9:137738259-137738680	13CpGs	421bp	0.0955	0.908	0.812	0.67	0.369	5.96e-84	U
chr9	137758923	137759440	15028710	15028728	Blood_B_cells	chr9:137758923-137759440	18CpGs	517bp	0.207	0.951	0.743	0.619	0.437	1.26e-127	U
chr9	137769905	137770080	15028987	15028990	Head_Neck_Epithelium	chr9:137769905-137770080	3CpGs	175bp	0.0652	0.94	0.875	0.566	0.0744	1.1e-77	U
chr9	137793419	137793664	15029661	15029668	Oligodendrocytes	chr9:137793419-137793664	7CpGs	245bp	0.223	0.942	0.719	0.64	0.479	6.58e-113	U
chr9	137824340	137824594	15030606	15030611	Pancreas_Alpha_cells	chr9:137824340-137824594	5CpGs	254bp	0.239	0.881	0.641	0.368	0.216	1.04e-32	U
chr9	137832614	137832756	15030786	15030792	Erythrocyte_progenitors	chr9:137832614-137832756	6CpGs	142bp	0.0593	0.929	0.87	0.731	0.603	9.41e-80	U
chr9	137899625	137899646	15032600	15032603	Neurons	chr9:137899625-137899646	3CpGs	21bp	0.143	0.814	0.671	0.498	0.0302	2.83e-58	U
chr9	138015592	138015619	15034279	15034283	Thyroid_Epithelium	chr9:138015592-138015619	4CpGs	27bp	0.0137	0.875	0.861	0.647	0.49	6.8e-44	U
chr9	138050229	138050266	15034974	15034977	Heart_Fibroblasts	chr9:138050229-138050266	3CpGs	37bp	0.284	0.875	0.591	0.394	-0.0516	1.12e-24	U
chr9	138113553	138113821	15036051	15036067	Neurons	chr9:138113553-138113821	16CpGs	268bp	0.306	0.892	0.586	0.422	-0.0888	2.3e-73	U
chr9	138113851	138114125	15036067	15036079	Neurons	chr9:138113851-138114125	12CpGs	274bp	0.324	0.834	0.51	0.308	-0.106	1.28e-54	U
chr9	138133788	138133816	15036535	15036538	Bladder_Epithelial_cells	chr9:138133788-138133816	3CpGs	28bp	0.15	0.918	0.768	0.427	-0.223	9.32e-28	U
chr10	105583	105994	15040273	15040276	Gallbladder_epithelium	chr10:105583-105994	3CpGs	411bp	0.0667	0.916	0.849	0.618	0.00333	1.15e-174	U
chr10	316657	316672	15042971	15042974	Heart_Cardiomyocytes	chr10:316657-316672	3CpGs	15bp	0.079	0.91	0.831	0.645	0.398	9.83e-80	U
chr10	365987	366232	15044454	15044460	Pancreas_Alpha_cells	chr10:365987-366232	6CpGs	245bp	0.226	0.901	0.675	0.329	-0.0311	2.57e-24	U
chr10	375823	375931	15044706	15044710	Pancreas_Alpha_cells	chr10:375823-375931	4CpGs	108bp	0.144	0.919	0.774	0.541	0.394	9.92e-47	U
chr10	376024	376213	15044711	15044719	Pancreas_Alpha_cells	chr10:376024-376213	8CpGs	189bp	0.251	0.889	0.637	0.359	0.276	1.04e-27	U
chr10	376639	377138	15044742	15044753	Pancreas_Alpha_cells	chr10:376639-377138	11CpGs	499bp	0.177	0.922	0.746	0.522	0.122	1.49e-35	U
chr10	392217	392550	15045141	15045155	Pancreas_Beta_cells	chr10:392217-392550	14CpGs	333bp	0.0976	0.89	0.792	0.517	0.0102	1.79e-27	U
chr10	441549	442059	15046056	15046067	Pancreas_Alpha_cells	chr10:441549-442059	11CpGs	510bp	0.0778	0.913	0.835	0.522	0.077	3.78e-29	U
chr10	444067	444275	15046088	15046098	Gastric_Epithelium	chr10:444067-444275	10CpGs	208bp	0.0859	0.928	0.843	0.615	0.468	9.33e-104	U
chr10	470381	470635	15046452	15046459	Blood_T_cells	chr10:470381-470635	7CpGs	254bp	0.239	0.881	0.642	0.455	-0.2	3.97e-79	U
chr10	590450	590502	15049118	15049123	Epidermal_Keratinocytes	chr10:590450-590502	5CpGs	52bp	0.121	0.908	0.787	0.576	0.131	3.36e-193	U
chr10	612209	612257	15049606	15049609	Pancreas_Acinar_cells	chr10:612209-612257	3CpGs	48bp	0.0892	0.926	0.837	0.641	0.543	4.22e-64	U
chr10	655260	655679	15050867	15050877	Oligodendrocytes	chr10:655260-655679	10CpGs	419bp	0.0766	0.928	0.852	0.722	0.445	2.79e-84	U
chr10	661774	661821	15050966	15050969	Small_intestine_Epithelium	chr10:661774-661821	3CpGs	47bp	0.193	0.91	0.717	0.561	0.189	1.93e-58	U
chr10	809687	809932	15054375	15054397	Heart_Cardiomyocytes	chr10:809687-809932	22CpGs	245bp	0.0741	0.943	0.869	0.803	0.612	3.36e-145	U
chr10	812844	812961	15054443	15054452	Blood_NK_cells	chr10:812844-812961	9CpGs	117bp	0.265	0.888	0.622	0.313	0.128	7.15e-29	U
chr10	827132	827255	15054706	15054715	Thyroid_Epithelium	chr10:827132-827255	9CpGs	123bp	0.0424	0.913	0.871	0.733	0.392	4.9e-48	U
chr10	846594	846830	15054974	15054981	Erythrocyte_progenitors	chr10:846594-846830	7CpGs	236bp	0.0644	0.876	0.812	0.606	0.369	1.7e-39	U
chr10	926892	927005	15055981	15055988	Kidney_Epithelium	chr10:926892-927005	7CpGs	113bp	0.0994	0.911	0.811	0.644	0.424	5.24e-101	U
chr10	975269	975411	15057148	15057156	Pancreas_Alpha_cells	chr10:975269-975411	8CpGs	142bp	0.0755	0.899	0.823	0.601	0.268	1.59e-42	U
chr10	1023665	1023721	15058119	15058123	Oligodendrocytes	chr10:1023665-1023721	4CpGs	56bp	0.134	0.942	0.808	0.651	0.339	2.34e-77	U
chr10	1037166	1037359	15058348	15058355	Oligodendrocytes	chr10:1037166-1037359	7CpGs	193bp	0.079	0.884	0.805	0.645	0.416	1.1e-60	U
chr10	1042666	1042753	15058435	15058441	Blood_Granulocytes	chr10:1042666-1042753	6CpGs	87bp	0.13	0.925	0.795	0.675	0.408	1.82e-72	U
chr10	1060310	1060568	15058900	15058904	Head_Neck_Epithelium	chr10:1060310-1060568	4CpGs	258bp	0.174	0.889	0.714	0.526	-0.646	1.68e-66	U
chr10	1069512	1070114	15059012	15059017	Blood_Granulocytes	chr10:1069512-1070114	5CpGs	602bp	0.0917	0.895	0.803	0.566	0.363	2.72e-40	U
chr10	1074790	1074921	15059092	15059102	Lung_Alveolar_Epithelium	chr10:1074790-1074921	10CpGs	131bp	0.0827	0.925	0.842	0.626	0.0575	5.51e-44	U
chr10	1075149	1075345	15059108	15059112	Lung_Alveolar_Epithelium	chr10:1075149-1075345	4CpGs	196bp	0.17	0.907	0.737	0.564	0.244	2.56e-54	U
chr10	1114520	1114679	15059937	15059946	Erythrocyte_progenitors	chr10:1114520-1114679	9CpGs	159bp	0.0582	0.913	0.855	0.671	0.18	2.52e-44	U
chr10	1120170	1120374	15060045	15060053	Colon_Epithelium	chr10:1120170-1120374	8CpGs	204bp	0.0894	0.926	0.836	0.672	-0.155	5.39e-42	U
chr10	1244605	1244708	15062716	15062727	Pancreas_Beta_cells	chr10:1244605-1244708	11CpGs	103bp	0.232	0.926	0.695	0.522	0.0533	8.01e-36	U
chr10	1364746	1364896	15064718	15064723	Head_Neck_Epithelium	chr10:1364746-1364896	5CpGs	150bp	0.109	0.919	0.81	0.603	-0.0287	1e-88	U
chr10	1464216	1464237	15066456	15066459	Kidney_Epithelium	chr10:1464216-1464237	3CpGs	21bp	0.193	0.894	0.701	0.407	-0.25	5.53e-46	U
chr10	1464282	1464376	15066461	15066471	Kidney_Epithelium	chr10:1464282-1464376	10CpGs	94bp	0.143	0.882	0.738	0.458	0.0397	5.89e-59	U
chr10	1464416	1464681	15066472	15066489	Kidney_Epithelium	chr10:1464416-1464681	17CpGs	265bp	0.119	0.833	0.714	0.447	0.107	1.94e-48	U
chr10	1576670	1576991	15068676	15068683	Blood_B_cells	chr10:1576670-1576991	7CpGs	321bp	0.0775	0.888	0.81	0.603	0.393	6.32e-60	U
